COUNTRY	Burkina_Faso	Cape_Verde	Dominican_Republic	Fiji	Honduras	Namibia	albania	angola	arab-emirates	argentina	australia	austria	bangladesh	belgium	bhutan	brazil	bulgaria	canada	chile	china	colombia	costa-rica	croatia	czech-republic	denmark	ecuador	egypt	el-salvador	estonia	ethiopia	finland	france	germany	ghana	greece	guatemala	hong-kong	hungary	iceland	india	indonesia	iran	iraq	ireland	israel	italy	jamaica	japan	jordan	kenya	kuwait	latvia	lebanon	libya	lithuania	luxemburg	malawi	malaysia	malta	mexico	morocco	mozambique	nepal	netherlands	new-zealand	nigeria	norway	pakistan	panama	peru	philippines	poland	portugal	romania	russia	saudi-arabia	senegal	serbia	sierra-leone	singapore	slovakia	slovenia	south-africa	south-korea	spain	sri_lanka	surinam	sweden	switzerland	syria	taiwan	tanzania	thailand	trinidad	turkey	ukraine	united-kingdom	united-states	uruguay	venezuela	vietnam	zambia
netherlands	2.48	5.58	5.15	1.00	1.00	1.91	1.10	4.47	1.00	3.35	3.19	1.12	1.43	0.82	1.00	1.52	0.97	1.86	2.16	0.77	5.15	1.00	1.16	0.96	1.91	1.00	9.57	3.35	0.82	1.00	1.76	1.06	0.81	16.75	1.49	1.00	1.10	1.16	2.39	1.31	1.08	4.79	2.68	2.79	1.76	1.10	1.00	0.76	4.19	1.00	1.00	0.97	4.79	2.91	0.82	1.05	1.00	1.63	1.43	2.79	4.79	6.09	1.00	1.00	2.03	5.15	1.91	1.34	1.00	2.68	2.48	1.76	2.39	1.29	0.83	1.86	2.68	1.29	1.00	0.93	0.87	1.37	1.97	0.67	1.40	1.49	1.00	1.26	0.91	2.23	0.72	1.97	2.09	5.15	1.46	1.22	1.31	2.58	2.58	4.19	1.18	2.23
new-zealand	1.22	2.75	2.54	1.00	1.00	0.94	0.54	2.20	1.00	1.65	1.57	0.55	0.70	0.40	1.00	0.75	0.48	0.92	1.06	0.38	2.54	1.00	0.57	0.47	0.94	1.00	4.71	1.65	0.40	1.00	0.87	0.52	0.40	8.25	0.73	1.00	0.54	0.57	1.18	0.65	0.53	2.36	1.32	1.38	0.87	0.54	1.00	0.38	2.06	1.00	1.00	0.48	2.36	1.43	0.40	0.52	1.00	0.80	0.70	1.38	2.36	3.00	1.00	0.49	1.00	2.54	0.94	0.66	1.00	1.32	1.22	0.87	1.18	0.63	0.41	0.92	1.32	0.63	1.00	0.46	0.43	0.67	0.97	0.33	0.69	0.73	1.00	0.62	0.45	1.10	0.35	0.97	1.03	2.54	0.72	0.60	0.65	1.27	1.27	2.06	0.58	1.10
nigeria	0.48	1.08	1.00	1.00	1.00	0.37	0.21	0.87	1.00	0.65	0.62	0.22	0.28	0.16	1.00	0.30	0.19	0.36	0.42	0.15	1.00	1.00	0.22	0.19	0.37	1.00	1.86	0.65	0.16	1.00	0.34	0.21	0.16	3.25	0.29	1.00	0.21	0.22	0.46	0.25	0.21	0.93	0.52	0.54	0.34	0.21	1.00	0.15	0.81	1.00	1.00	0.19	0.93	0.57	0.16	0.20	1.00	0.32	0.28	0.54	0.93	1.18	1.00	0.19	0.39	1.00	0.37	0.26	1.00	0.52	0.48	0.34	0.46	0.25	0.16	0.36	0.52	0.25	1.00	0.18	0.17	0.27	0.38	0.13	0.27	0.29	1.00	0.25	0.18	0.43	0.14	0.38	0.41	1.00	0.28	0.24	0.25	0.50	0.50	0.81	0.23	0.43
norway	1.30	2.92	2.69	1.00	1.00	1.00	0.57	2.33	1.00	1.75	1.67	0.58	0.74	0.43	1.00	0.80	0.51	0.97	1.13	0.40	2.69	1.00	0.60	0.50	1.00	1.00	5.00	1.75	0.43	1.00	0.92	0.56	0.42	8.75	0.78	1.00	0.57	0.60	1.25	0.69	0.56	2.50	1.40	1.46	0.92	0.57	1.00	0.40	2.19	1.00	1.00	0.51	2.50	1.52	0.43	0.55	1.00	0.85	0.74	1.46	2.50	3.18	1.00	0.52	1.06	2.69	1.00	0.70	1.00	1.40	1.30	0.92	1.25	0.67	0.43	0.97	1.40	0.67	1.00	0.49	0.45	0.71	1.03	0.35	0.73	0.78	1.00	0.66	0.47	1.17	0.38	1.03	1.09	2.69	0.76	0.64	0.69	1.35	1.35	2.19	0.61	1.17
pakistan	1.85	4.17	3.85	1.00	1.00	1.43	0.82	3.33	1.00	2.50	2.38	0.83	1.06	0.61	1.00	1.14	0.72	1.39	1.61	0.57	3.85	1.00	0.86	0.71	1.43	1.00	7.14	2.50	0.61	1.00	1.32	0.79	0.60	12.50	1.11	1.00	0.82	0.86	1.79	0.98	0.81	3.57	2.00	2.08	1.32	0.82	1.00	0.57	3.12	1.00	1.00	0.72	3.57	2.17	0.61	0.78	1.00	1.22	1.06	2.08	3.57	4.55	1.00	0.75	1.52	3.85	1.43	1.00	1.00	2.00	1.85	1.32	1.79	0.96	0.62	1.39	2.00	0.96	1.00	0.69	0.65	1.02	1.47	0.50	1.04	1.11	1.00	0.94	0.68	1.67	0.54	1.47	1.56	3.85	1.09	0.91	0.98	1.92	1.92	3.12	0.88	1.67
panama	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
peru	0.93	2.08	1.92	1.00	1.00	0.71	0.41	1.67	1.00	1.25	1.19	0.42	0.53	0.30	1.00	0.57	0.36	0.69	0.81	0.29	1.92	1.00	0.43	0.36	0.71	1.00	3.57	1.25	0.30	1.00	0.66	0.40	0.30	6.25	0.56	1.00	0.41	0.43	0.89	0.49	0.40	1.79	1.00	1.04	0.66	0.41	1.00	0.28	1.56	1.00	1.00	0.36	1.79	1.09	0.30	0.39	1.00	0.61	0.53	1.04	1.79	2.27	1.00	0.37	0.76	1.92	0.71	0.50	1.00	1.00	0.93	0.66	0.89	0.48	0.31	0.69	1.00	0.48	1.00	0.35	0.32	0.51	0.74	0.25	0.52	0.56	1.00	0.47	0.34	0.83	0.27	0.74	0.78	1.92	0.54	0.45	0.49	0.96	0.96	1.56	0.44	0.83
philippines	1.00	2.25	2.08	1.00	1.00	0.77	0.44	1.80	1.00	1.35	1.29	0.45	0.57	0.33	1.00	0.61	0.39	0.75	0.87	0.31	2.08	1.00	0.47	0.39	0.77	1.00	3.86	1.35	0.33	1.00	0.71	0.43	0.33	6.75	0.60	1.00	0.44	0.47	0.96	0.53	0.44	1.93	1.08	1.12	0.71	0.44	1.00	0.31	1.69	1.00	1.00	0.39	1.93	1.17	0.33	0.42	1.00	0.66	0.57	1.12	1.93	2.45	1.00	0.40	0.82	2.08	0.77	0.54	1.00	1.08	1.00	0.71	0.96	0.52	0.33	0.75	1.08	0.52	1.00	0.38	0.35	0.55	0.79	0.27	0.56	0.60	1.00	0.51	0.36	0.90	0.29	0.79	0.84	2.08	0.59	0.49	0.53	1.04	1.04	1.69	0.47	0.90
poland	1.41	3.17	2.92	1.00	1.00	1.09	0.62	2.53	1.00	1.90	1.81	0.63	0.81	0.46	1.00	0.86	0.55	1.06	1.23	0.44	2.92	1.00	0.66	0.54	1.09	1.00	5.43	1.90	0.46	1.00	1.00	0.60	0.46	9.50	0.84	1.00	0.62	0.66	1.36	0.75	0.61	2.71	1.52	1.58	1.00	0.62	1.00	0.43	2.38	1.00	1.00	0.55	2.71	1.65	0.46	0.59	1.00	0.93	0.81	1.58	2.71	3.45	1.00	0.57	1.15	2.92	1.09	0.76	1.00	1.52	1.41	1.00	1.36	0.73	0.47	1.06	1.52	0.73	1.00	0.53	0.49	0.78	1.12	0.38	0.79	0.84	1.00	0.72	0.51	1.27	0.41	1.12	1.19	2.92	0.83	0.69	0.75	1.46	1.46	2.38	0.67	1.27
portugal	1.04	2.33	2.15	1.00	1.00	0.80	0.46	1.87	1.00	1.40	1.33	0.47	0.60	0.34	1.00	0.64	0.41	0.78	0.90	0.32	2.15	1.00	0.48	0.40	0.80	1.00	4.00	1.40	0.34	1.00	0.74	0.44	0.34	7.00	0.62	1.00	0.46	0.48	1.00	0.55	0.45	2.00	1.12	1.17	0.74	0.46	1.00	0.32	1.75	1.00	1.00	0.41	2.00	1.22	0.34	0.44	1.00	0.68	0.60	1.17	2.00	2.55	1.00	0.42	0.85	2.15	0.80	0.56	1.00	1.12	1.04	0.74	1.00	0.54	0.35	0.78	1.12	0.54	1.00	0.39	0.36	0.57	0.82	0.28	0.58	0.62	1.00	0.53	0.38	0.93	0.30	0.82	0.88	2.15	0.61	0.51	0.55	1.08	1.08	1.75	0.49	0.93
romania	1.93	4.33	4.00	1.00	1.00	1.49	0.85	3.47	1.00	2.60	2.48	0.87	1.11	0.63	1.00	1.18	0.75	1.44	1.68	0.60	4.00	1.00	0.90	0.74	1.49	1.00	7.43	2.60	0.63	1.00	1.37	0.83	0.63	13.00	1.16	1.00	0.85	0.90	1.86	1.02	0.84	3.71	2.08	2.17	1.37	0.85	1.00	0.59	3.25	1.00	1.00	0.75	3.71	2.26	0.63	0.81	1.00	1.27	1.11	2.17	3.71	4.73	1.00	0.78	1.58	4.00	1.49	1.04	1.00	2.08	1.93	1.37	1.86	1.00	0.64	1.44	2.08	1.00	1.00	0.72	0.68	1.06	1.53	0.52	1.08	1.16	1.00	0.98	0.70	1.73	0.56	1.53	1.62	4.00	1.13	0.95	1.02	2.00	2.00	3.25	0.91	1.73
russia	3.00	6.75	6.23	1.00	1.00	2.31	1.33	5.40	1.00	4.05	3.86	1.35	1.72	0.99	1.00	1.84	1.17	2.25	2.61	0.93	6.23	1.00	1.40	1.16	2.31	1.00	11.57	4.05	0.99	1.00	2.13	1.29	0.98	20.25	1.80	1.00	1.33	1.40	2.89	1.59	1.31	5.79	3.24	3.38	2.13	1.33	1.00	0.92	5.06	1.00	1.00	1.17	5.79	3.52	0.99	1.27	1.00	1.98	1.72	3.38	5.79	7.36	1.00	1.21	2.45	6.23	2.31	1.62	1.00	3.24	3.00	2.13	2.89	1.56	1.00	2.25	3.24	1.56	1.00	1.12	1.05	1.65	2.38	0.81	1.69	1.80	1.00	1.53	1.09	2.70	0.87	2.38	2.53	6.23	1.76	1.47	1.59	3.12	3.12	5.06	1.42	2.70
saudi-arabia	1.33	3.00	2.77	1.00	1.00	1.03	0.59	2.40	1.00	1.80	1.71	0.60	0.77	0.44	1.00	0.82	0.52	1.00	1.16	0.41	2.77	1.00	0.62	0.51	1.03	1.00	5.14	1.80	0.44	1.00	0.95	0.57	0.43	9.00	0.80	1.00	0.59	0.62	1.29	0.71	0.58	2.57	1.44	1.50	0.95	0.59	1.00	0.41	2.25	1.00	1.00	0.52	2.57	1.57	0.44	0.56	1.00	0.88	0.77	1.50	2.57	3.27	1.00	0.54	1.09	2.77	1.03	0.72	1.00	1.44	1.33	0.95	1.29	0.69	0.44	1.00	1.44	0.69	1.00	0.50	0.47	0.73	1.06	0.36	0.75	0.80	1.00	0.68	0.49	1.20	0.39	1.06	1.12	2.77	0.78	0.65	0.71	1.38	1.38	2.25	0.63	1.20
senegal	0.93	2.08	1.92	1.00	1.00	0.71	0.41	1.67	1.00	1.25	1.19	0.42	0.53	0.30	1.00	0.57	0.36	0.69	0.81	0.29	1.92	1.00	0.43	0.36	0.71	1.00	3.57	1.25	0.30	1.00	0.66	0.40	0.30	6.25	0.56	1.00	0.41	0.43	0.89	0.49	0.40	1.79	1.00	1.04	0.66	0.41	1.00	0.28	1.56	1.00	1.00	0.36	1.79	1.09	0.30	0.39	1.00	0.61	0.53	1.04	1.79	2.27	1.00	0.37	0.76	1.92	0.71	0.50	1.00	1.00	0.93	0.66	0.89	0.48	0.31	0.69	1.00	0.48	1.00	0.35	0.32	0.51	0.74	0.25	0.52	0.56	1.00	0.47	0.34	0.83	0.27	0.74	0.78	1.92	0.54	0.45	0.49	0.96	0.96	1.56	0.44	0.83
serbia	1.93	4.33	4.00	1.00	1.00	1.49	0.85	3.47	1.00	2.60	2.48	0.87	1.11	0.63	1.00	1.18	0.75	1.44	1.68	0.60	4.00	1.00	0.90	0.74	1.49	1.00	7.43	2.60	0.63	1.00	1.37	0.83	0.63	13.00	1.16	1.00	0.85	0.90	1.86	1.02	0.84	3.71	2.08	2.17	1.37	0.85	1.00	0.59	3.25	1.00	1.00	0.75	3.71	2.26	0.63	0.81	1.00	1.27	1.11	2.17	3.71	4.73	1.00	0.78	1.58	4.00	1.49	1.04	1.00	2.08	1.93	1.37	1.86	1.00	0.64	1.44	2.08	1.00	1.00	0.72	0.68	1.06	1.53	0.52	1.08	1.16	1.00	0.98	0.70	1.73	0.56	1.53	1.62	4.00	1.13	0.95	1.02	2.00	2.00	3.25	0.91	1.73
sierra-leone	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
singapore	2.67	6.00	5.54	1.00	1.00	2.06	1.18	4.80	1.00	3.60	3.43	1.20	1.53	0.88	1.00	1.64	1.04	2.00	2.32	0.83	5.54	1.00	1.24	1.03	2.06	1.00	10.29	3.60	0.88	1.00	1.89	1.14	0.87	18.00	1.60	1.00	1.18	1.24	2.57	1.41	1.16	5.14	2.88	3.00	1.89	1.18	1.00	0.82	4.50	1.00	1.00	1.04	5.14	3.13	0.88	1.12	1.00	1.76	1.53	3.00	5.14	6.55	1.00	1.07	2.18	5.54	2.06	1.44	1.00	2.88	2.67	1.89	2.57	1.38	0.89	2.00	2.88	1.38	1.00	1.00	0.94	1.47	2.12	0.72	1.50	1.60	1.00	1.36	0.97	2.40	0.77	2.12	2.25	5.54	1.57	1.31	1.41	2.77	2.77	4.50	1.26	2.40
slovakia	2.85	6.42	5.92	1.00	1.00	2.20	1.26	5.13	1.00	3.85	3.67	1.28	1.64	0.94	1.00	1.75	1.12	2.14	2.48	0.89	5.92	1.00	1.33	1.10	2.20	1.00	11.00	3.85	0.94	1.00	2.03	1.22	0.93	19.25	1.71	1.00	1.26	1.33	2.75	1.51	1.24	5.50	3.08	3.21	2.03	1.26	1.00	0.88	4.81	1.00	1.00	1.12	5.50	3.35	0.94	1.20	1.00	1.88	1.64	3.21	5.50	7.00	1.00	1.15	2.33	5.92	2.20	1.54	1.00	3.08	2.85	2.03	2.75	1.48	0.95	2.14	3.08	1.48	1.00	1.07	1.00	1.57	2.26	0.77	1.60	1.71	1.00	1.45	1.04	2.57	0.83	2.26	2.41	5.92	1.67	1.40	1.51	2.96	2.96	4.81	1.35	2.57
slovenia	1.81	4.08	3.77	1.00	1.00	1.40	0.80	3.27	1.00	2.45	2.33	0.82	1.04	0.60	1.00	1.11	0.71	1.36	1.58	0.56	3.77	1.00	0.84	0.70	1.40	1.00	7.00	2.45	0.60	1.00	1.29	0.78	0.59	12.25	1.09	1.00	0.80	0.84	1.75	0.96	0.79	3.50	1.96	2.04	1.29	0.80	1.00	0.56	3.06	1.00	1.00	0.71	3.50	2.13	0.60	0.77	1.00	1.20	1.04	2.04	3.50	4.45	1.00	0.73	1.48	3.77	1.40	0.98	1.00	1.96	1.81	1.29	1.75	0.94	0.60	1.36	1.96	0.94	1.00	0.68	0.64	1.00	1.44	0.49	1.02	1.09	1.00	0.92	0.66	1.63	0.53	1.44	1.53	3.77	1.07	0.89	0.96	1.88	1.88	3.06	0.86	1.63
south-africa	1.26	2.83	2.62	1.00	1.00	0.97	0.56	2.27	1.00	1.70	1.62	0.57	0.72	0.41	1.00	0.77	0.49	0.94	1.10	0.39	2.62	1.00	0.59	0.49	0.97	1.00	4.86	1.70	0.41	1.00	0.89	0.54	0.41	8.50	0.76	1.00	0.56	0.59	1.21	0.67	0.55	2.43	1.36	1.42	0.89	0.56	1.00	0.39	2.12	1.00	1.00	0.49	2.43	1.48	0.41	0.53	1.00	0.83	0.72	1.42	2.43	3.09	1.00	0.51	1.03	2.62	0.97	0.68	1.00	1.36	1.26	0.89	1.21	0.65	0.42	0.94	1.36	0.65	1.00	0.47	0.44	0.69	1.00	0.34	0.71	0.76	1.00	0.64	0.46	1.13	0.37	1.00	1.06	2.62	0.74	0.62	0.67	1.31	1.31	2.12	0.60	1.13
south-korea	3.70	8.33	7.69	1.00	1.00	2.86	1.64	6.67	1.00	5.00	4.76	1.67	2.13	1.22	1.00	2.27	1.45	2.78	3.23	1.15	7.69	1.00	1.72	1.43	2.86	1.00	14.29	5.00	1.22	1.00	2.63	1.59	1.20	25.00	2.22	1.00	1.64	1.72	3.57	1.96	1.61	7.14	4.00	4.17	2.63	1.64	1.00	1.14	6.25	1.00	1.00	1.45	7.14	4.35	1.22	1.56	1.00	2.44	2.13	4.17	7.14	9.09	1.00	1.49	3.03	7.69	2.86	2.00	1.00	4.00	3.70	2.63	3.57	1.92	1.23	2.78	4.00	1.92	1.00	1.39	1.30	2.04	2.94	1.00	2.08	2.22	1.00	1.89	1.35	3.33	1.08	2.94	3.12	7.69	2.17	1.82	1.96	3.85	3.85	6.25	1.75	3.33
spain	1.78	4.00	3.69	1.00	1.00	1.37	0.79	3.20	1.00	2.40	2.29	0.80	1.02	0.59	1.00	1.09	0.70	1.33	1.55	0.55	3.69	1.00	0.83	0.69	1.37	1.00	6.86	2.40	0.59	1.00	1.26	0.76	0.58	12.00	1.07	1.00	0.79	0.83	1.71	0.94	0.77	3.43	1.92	2.00	1.26	0.79	1.00	0.55	3.00	1.00	1.00	0.70	3.43	2.09	0.59	0.75	1.00	1.17	1.02	2.00	3.43	4.36	1.00	0.72	1.45	3.69	1.37	0.96	1.00	1.92	1.78	1.26	1.71	0.92	0.59	1.33	1.92	0.92	1.00	0.67	0.62	0.98	1.41	0.48	1.00	1.07	1.00	0.91	0.65	1.60	0.52	1.41	1.50	3.69	1.04	0.87	0.94	1.85	1.85	3.00	0.84	1.60
sri_lanka	1.67	3.75	3.46	1.00	1.00	1.29	0.74	3.00	1.00	2.25	2.14	0.75	0.96	0.55	1.00	1.02	0.65	1.25	1.45	0.52	3.46	1.00	0.78	0.64	1.29	1.00	6.43	2.25	0.55	1.00	1.18	0.71	0.54	11.25	1.00	1.00	0.74	0.78	1.61	0.88	0.73	3.21	1.80	1.88	1.18	0.74	1.00	0.51	2.81	1.00	1.00	0.65	3.21	1.96	0.55	0.70	1.00	1.10	0.96	1.88	3.21	4.09	1.00	0.67	1.36	3.46	1.29	0.90	1.00	1.80	1.67	1.18	1.61	0.87	0.56	1.25	1.80	0.87	1.00	0.62	0.58	0.92	1.32	0.45	0.94	1.00	1.00	0.85	0.61	1.50	0.48	1.32	1.41	3.46	0.98	0.82	0.88	1.73	1.73	2.81	0.79	1.50
surinam	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
sweden	1.96	4.42	4.08	1.00	1.00	1.51	0.87	3.53	1.00	2.65	2.52	0.88	1.13	0.65	1.00	1.20	0.77	1.47	1.71	0.61	4.08	1.00	0.91	0.76	1.51	1.00	7.57	2.65	0.65	1.00	1.39	0.84	0.64	13.25	1.18	1.00	0.87	0.91	1.89	1.04	0.85	3.79	2.12	2.21	1.39	0.87	1.00	0.60	3.31	1.00	1.00	0.77	3.79	2.30	0.65	0.83	1.00	1.29	1.13	2.21	3.79	4.82	1.00	0.79	1.61	4.08	1.51	1.06	1.00	2.12	1.96	1.39	1.89	1.02	0.65	1.47	2.12	1.02	1.00	0.74	0.69	1.08	1.56	0.53	1.10	1.18	1.00	1.00	0.72	1.77	0.57	1.56	1.66	4.08	1.15	0.96	1.04	2.04	2.04	3.31	0.93	1.77
switzerland	2.74	6.17	5.69	1.00	1.00	2.11	1.21	4.93	1.00	3.70	3.52	1.23	1.57	0.90	1.00	1.68	1.07	2.06	2.39	0.85	5.69	1.00	1.28	1.06	2.11	1.00	10.57	3.70	0.90	1.00	1.95	1.17	0.89	18.50	1.64	1.00	1.21	1.28	2.64	1.45	1.19	5.29	2.96	3.08	1.95	1.21	1.00	0.84	4.62	1.00	1.00	1.07	5.29	3.22	0.90	1.16	1.00	1.80	1.57	3.08	5.29	6.73	1.00	1.10	2.24	5.69	2.11	1.48	1.00	2.96	2.74	1.95	2.64	1.42	0.91	2.06	2.96	1.42	1.00	1.03	0.96	1.51	2.18	0.74	1.54	1.64	1.00	1.40	1.00	2.47	0.80	2.18	2.31	5.69	1.61	1.35	1.45	2.85	2.85	4.62	1.30	2.47
syria	1.11	2.50	2.31	1.00	1.00	0.86	0.49	2.00	1.00	1.50	1.43	0.50	0.64	0.37	1.00	0.68	0.43	0.83	0.97	0.34	2.31	1.00	0.52	0.43	0.86	1.00	4.29	1.50	0.37	1.00	0.79	0.48	0.36	7.50	0.67	1.00	0.49	0.52	1.07	0.59	0.48	2.14	1.20	1.25	0.79	0.49	1.00	0.34	1.88	1.00	1.00	0.43	2.14	1.30	0.37	0.47	1.00	0.73	0.64	1.25	2.14	2.73	1.00	0.45	0.91	2.31	0.86	0.60	1.00	1.20	1.11	0.79	1.07	0.58	0.37	0.83	1.20	0.58	1.00	0.42	0.39	0.61	0.88	0.30	0.62	0.67	1.00	0.57	0.41	1.00	0.32	0.88	0.94	2.31	0.65	0.55	0.59	1.15	1.15	1.88	0.53	1.00
taiwan	3.44	7.75	7.15	1.00	1.00	2.66	1.52	6.20	1.00	4.65	4.43	1.55	1.98	1.13	1.00	2.11	1.35	2.58	3.00	1.07	7.15	1.00	1.60	1.33	2.66	1.00	13.29	4.65	1.13	1.00	2.45	1.48	1.12	23.25	2.07	1.00	1.52	1.60	3.32	1.82	1.50	6.64	3.72	3.88	2.45	1.52	1.00	1.06	5.81	1.00	1.00	1.35	6.64	4.04	1.13	1.45	1.00	2.27	1.98	3.88	6.64	8.45	1.00	1.39	2.82	7.15	2.66	1.86	1.00	3.72	3.44	2.45	3.32	1.79	1.15	2.58	3.72	1.79	1.00	1.29	1.21	1.90	2.74	0.93	1.94	2.07	1.00	1.75	1.26	3.10	1.00	2.74	2.91	7.15	2.02	1.69	1.82	3.58	3.58	5.81	1.63	3.10
tanzania	1.26	2.83	2.62	1.00	1.00	0.97	0.56	2.27	1.00	1.70	1.62	0.57	0.72	0.41	1.00	0.77	0.49	0.94	1.10	0.39	2.62	1.00	0.59	0.49	0.97	1.00	4.86	1.70	0.41	1.00	0.89	0.54	0.41	8.50	0.76	1.00	0.56	0.59	1.21	0.67	0.55	2.43	1.36	1.42	0.89	0.56	1.00	0.39	2.12	1.00	1.00	0.49	2.43	1.48	0.41	0.53	1.00	0.83	0.72	1.42	2.43	3.09	1.00	0.51	1.03	2.62	0.97	0.68	1.00	1.36	1.26	0.89	1.21	0.65	0.42	0.94	1.36	0.65	1.00	0.47	0.44	0.69	1.00	0.34	0.71	0.76	1.00	0.64	0.46	1.13	0.37	1.00	1.06	2.62	0.74	0.62	0.67	1.31	1.31	2.12	0.60	1.13
thailand	1.19	2.67	2.46	1.00	1.00	0.91	0.52	2.13	1.00	1.60	1.52	0.53	0.68	0.39	1.00	0.73	0.46	0.89	1.03	0.37	2.46	1.00	0.55	0.46	0.91	1.00	4.57	1.60	0.39	1.00	0.84	0.51	0.39	8.00	0.71	1.00	0.52	0.55	1.14	0.63	0.52	2.29	1.28	1.33	0.84	0.52	1.00	0.36	2.00	1.00	1.00	0.46	2.29	1.39	0.39	0.50	1.00	0.78	0.68	1.33	2.29	2.91	1.00	0.48	0.97	2.46	0.91	0.64	1.00	1.28	1.19	0.84	1.14	0.62	0.40	0.89	1.28	0.62	1.00	0.44	0.42	0.65	0.94	0.32	0.67	0.71	1.00	0.60	0.43	1.07	0.34	0.94	1.00	2.46	0.70	0.58	0.63	1.23	1.23	2.00	0.56	1.07
trinidad	0.48	1.08	1.00	1.00	1.00	0.37	0.21	0.87	1.00	0.65	0.62	0.22	0.28	0.16	1.00	0.30	0.19	0.36	0.42	0.15	1.00	1.00	0.22	0.19	0.37	1.00	1.86	0.65	0.16	1.00	0.34	0.21	0.16	3.25	0.29	1.00	0.21	0.22	0.46	0.25	0.21	0.93	0.52	0.54	0.34	0.21	1.00	0.15	0.81	1.00	1.00	0.19	0.93	0.57	0.16	0.20	1.00	0.32	0.28	0.54	0.93	1.18	1.00	0.19	0.39	1.00	0.37	0.26	1.00	0.52	0.48	0.34	0.46	0.25	0.16	0.36	0.52	0.25	1.00	0.18	0.17	0.27	0.38	0.13	0.27	0.29	1.00	0.25	0.18	0.43	0.14	0.38	0.41	1.00	0.28	0.24	0.25	0.50	0.50	0.81	0.23	0.43
turkey	1.70	3.83	3.54	1.00	1.00	1.31	0.75	3.07	1.00	2.30	2.19	0.77	0.98	0.56	1.00	1.05	0.67	1.28	1.48	0.53	3.54	1.00	0.79	0.66	1.31	1.00	6.57	2.30	0.56	1.00	1.21	0.73	0.55	11.50	1.02	1.00	0.75	0.79	1.64	0.90	0.74	3.29	1.84	1.92	1.21	0.75	1.00	0.52	2.88	1.00	1.00	0.67	3.29	2.00	0.56	0.72	1.00	1.12	0.98	1.92	3.29	4.18	1.00	0.69	1.39	3.54	1.31	0.92	1.00	1.84	1.70	1.21	1.64	0.88	0.57	1.28	1.84	0.88	1.00	0.64	0.60	0.94	1.35	0.46	0.96	1.02	1.00	0.87	0.62	1.53	0.49	1.35	1.44	3.54	1.00	0.84	0.90	1.77	1.77	2.88	0.81	1.53
