COUNTRY	Burkina_Faso	Cape_Verde	Dominican_Republic	Fiji	Honduras	Namibia	albania	angola	arab-emirates	argentina	australia	austria	bangladesh	belgium	bhutan	brazil	bulgaria	canada	chile	china	colombia	costa-rica	croatia	czech-republic	denmark	ecuador	egypt	el-salvador	estonia	ethiopia	finland	france	germany	ghana	greece	guatemala	hong-kong	hungary	iceland	india	indonesia	iran	iraq	ireland	israel	italy	jamaica	japan	jordan	kenya	kuwait	latvia	lebanon	libya	lithuania	luxemburg	malawi	malaysia	malta	mexico	morocco	mozambique	nepal	netherlands	new-zealand	nigeria	norway	pakistan	panama	peru	philippines	poland	portugal	romania	russia	saudi-arabia	senegal	serbia	sierra-leone	singapore	slovakia	slovenia	south-africa	south-korea	spain	sri_lanka	surinam	sweden	switzerland	syria	taiwan	tanzania	thailand	trinidad	turkey	ukraine	united-kingdom	united-states	uruguay	venezuela	vietnam	zambia
australia	3.94	0.86	1.31	1.00	1.00	1.00	4.73	0.86	1.00	1.15	1.00	1.13	3.55	1.25	1.00	1.20	4.44	1.04	1.04	2.96	0.86	1.00	2.15	2.45	1.01	1.00	17.75	0.80	4.44	1.00	1.25	1.48	1.77	0.99	1.42	1.00	4.18	2.29	1.06	2.73	1.87	1.77	4.18	1.09	1.00	2.37	1.00	1.69	1.65	1.00	1.00	5.46	2.84	2.09	4.44	1.27	1.00	1.25	1.08	0.73	2.84	0.89	1.00	1.04	0.95	0.85	1.29	1.00	1.00	1.54	1.69	2.45	2.15	3.55	3.55	1.37	1.00	2.54	1.00	1.54	2.54	1.48	1.13	2.45	1.61	1.00	1.00	0.91	1.08	1.00	1.45	1.87	1.58	0.89	1.45	3.94	1.03	1.04	1.34	0.71	2.03	1.69
austria	3.50	0.76	1.17	1.00	1.00	1.00	4.20	0.76	1.00	1.02	0.89	1.00	3.15	1.11	1.00	1.07	3.94	0.93	0.93	2.62	0.76	1.00	1.91	2.17	0.90	1.00	15.75	0.71	3.94	1.00	1.11	1.31	1.57	0.88	1.26	1.00	3.71	2.03	0.94	2.42	1.66	1.57	3.71	0.97	1.00	2.10	1.00	1.50	1.47	1.00	1.00	4.85	2.52	1.85	3.94	1.12	1.00	1.11	0.95	0.65	2.52	0.79	1.00	0.93	0.84	0.75	1.15	1.00	1.00	1.37	1.50	2.17	1.91	3.15	3.15	1.21	1.00	2.25	1.00	1.37	2.25	1.31	1.00	2.17	1.43	1.00	1.00	0.81	0.95	1.00	1.29	1.66	1.40	0.79	1.29	3.50	0.91	0.93	1.19	0.63	1.80	1.50
bangladesh	1.11	0.24	0.37	1.00	1.00	1.00	1.33	0.24	1.00	0.32	0.28	0.32	1.00	0.35	1.00	0.34	1.25	0.29	0.29	0.83	0.24	1.00	0.61	0.69	0.29	1.00	5.00	0.22	1.25	1.00	0.35	0.42	0.50	0.28	0.40	1.00	1.18	0.65	0.30	0.77	0.53	0.50	1.18	0.31	1.00	0.67	1.00	0.48	0.47	1.00	1.00	1.54	0.80	0.59	1.25	0.36	1.00	0.35	0.30	0.21	0.80	0.25	1.00	0.29	0.27	0.24	0.36	1.00	1.00	0.43	0.48	0.69	0.61	1.00	1.00	0.38	1.00	0.71	1.00	0.43	0.71	0.42	0.32	0.69	0.45	1.00	1.00	0.26	0.30	1.00	0.41	0.53	0.44	0.25	0.41	1.11	0.29	0.29	0.38	0.20	0.57	0.48
belgium	3.17	0.69	1.06	1.00	1.00	1.00	3.80	0.69	1.00	0.92	0.80	0.90	2.85	1.00	1.00	0.97	3.56	0.84	0.84	2.38	0.69	1.00	1.73	1.97	0.81	1.00	14.25	0.64	3.56	1.00	1.00	1.19	1.43	0.79	1.14	1.00	3.35	1.84	0.85	2.19	1.50	1.43	3.35	0.88	1.00	1.90	1.00	1.36	1.33	1.00	1.00	4.38	2.28	1.68	3.56	1.02	1.00	1.00	0.86	0.59	2.28	0.71	1.00	0.84	0.76	0.68	1.04	1.00	1.00	1.24	1.36	1.97	1.73	2.85	2.85	1.10	1.00	2.04	1.00	1.24	2.04	1.19	0.90	1.97	1.30	1.00	1.00	0.73	0.86	1.00	1.16	1.50	1.27	0.71	1.16	3.17	0.83	0.84	1.08	0.57	1.63	1.36
bhutan	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
brazil	3.28	0.71	1.09	1.00	1.00	1.00	3.93	0.71	1.00	0.95	0.83	0.94	2.95	1.04	1.00	1.00	3.69	0.87	0.87	2.46	0.71	1.00	1.79	2.03	0.84	1.00	14.75	0.66	3.69	1.00	1.04	1.23	1.48	0.82	1.18	1.00	3.47	1.90	0.88	2.27	1.55	1.48	3.47	0.91	1.00	1.97	1.00	1.40	1.37	1.00	1.00	4.54	2.36	1.74	3.69	1.05	1.00	1.04	0.89	0.61	2.36	0.74	1.00	0.87	0.79	0.70	1.07	1.00	1.00	1.28	1.40	2.03	1.79	2.95	2.95	1.13	1.00	2.11	1.00	1.28	2.11	1.23	0.94	2.03	1.34	1.00	1.00	0.76	0.89	1.00	1.20	1.55	1.31	0.74	1.20	3.28	0.86	0.87	1.11	0.59	1.69	1.40
bulgaria	0.89	0.19	0.30	1.00	1.00	1.00	1.07	0.19	1.00	0.26	0.23	0.25	0.80	0.28	1.00	0.27	1.00	0.24	0.24	0.67	0.19	1.00	0.48	0.55	0.23	1.00	4.00	0.18	1.00	1.00	0.28	0.33	0.40	0.22	0.32	1.00	0.94	0.52	0.24	0.62	0.42	0.40	0.94	0.25	1.00	0.53	1.00	0.38	0.37	1.00	1.00	1.23	0.64	0.47	1.00	0.29	1.00	0.28	0.24	0.16	0.64	0.20	1.00	0.24	0.21	0.19	0.29	1.00	1.00	0.35	0.38	0.55	0.48	0.80	0.80	0.31	1.00	0.57	1.00	0.35	0.57	0.33	0.25	0.55	0.36	1.00	1.00	0.21	0.24	1.00	0.33	0.42	0.36	0.20	0.33	0.89	0.23	0.24	0.30	0.16	0.46	0.38
canada	3.78	0.82	1.26	1.00	1.00	1.00	4.53	0.82	1.00	1.10	0.96	1.08	3.40	1.19	1.00	1.15	4.25	1.00	1.00	2.83	0.82	1.00	2.06	2.34	0.97	1.00	17.00	0.76	4.25	1.00	1.19	1.42	1.70	0.94	1.36	1.00	4.00	2.19	1.01	2.62	1.79	1.70	4.00	1.05	1.00	2.27	1.00	1.62	1.58	1.00	1.00	5.23	2.72	2.00	4.25	1.21	1.00	1.19	1.03	0.70	2.72	0.85	1.00	1.00	0.91	0.81	1.24	1.00	1.00	1.48	1.62	2.34	2.06	3.40	3.40	1.31	1.00	2.43	1.00	1.48	2.43	1.42	1.08	2.34	1.55	1.00	1.00	0.87	1.03	1.00	1.39	1.79	1.51	0.85	1.39	3.78	0.99	1.00	1.28	0.68	1.94	1.62
chile	3.78	0.82	1.26	1.00	1.00	1.00	4.53	0.82	1.00	1.10	0.96	1.08	3.40	1.19	1.00	1.15	4.25	1.00	1.00	2.83	0.82	1.00	2.06	2.34	0.97	1.00	17.00	0.76	4.25	1.00	1.19	1.42	1.70	0.94	1.36	1.00	4.00	2.19	1.01	2.62	1.79	1.70	4.00	1.05	1.00	2.27	1.00	1.62	1.58	1.00	1.00	5.23	2.72	2.00	4.25	1.21	1.00	1.19	1.03	0.70	2.72	0.85	1.00	1.00	0.91	0.81	1.24	1.00	1.00	1.48	1.62	2.34	2.06	3.40	3.40	1.31	1.00	2.43	1.00	1.48	2.43	1.42	1.08	2.34	1.55	1.00	1.00	0.87	1.03	1.00	1.39	1.79	1.51	0.85	1.39	3.78	0.99	1.00	1.28	0.68	1.94	1.62
china	1.33	0.29	0.44	1.00	1.00	1.00	1.60	0.29	1.00	0.39	0.34	0.38	1.20	0.42	1.00	0.41	1.50	0.35	0.35	1.00	0.29	1.00	0.73	0.83	0.34	1.00	6.00	0.27	1.50	1.00	0.42	0.50	0.60	0.33	0.48	1.00	1.41	0.77	0.36	0.92	0.63	0.60	1.41	0.37	1.00	0.80	1.00	0.57	0.56	1.00	1.00	1.85	0.96	0.71	1.50	0.43	1.00	0.42	0.36	0.25	0.96	0.30	1.00	0.35	0.32	0.29	0.44	1.00	1.00	0.52	0.57	0.83	0.73	1.20	1.20	0.46	1.00	0.86	1.00	0.52	0.86	0.50	0.38	0.83	0.55	1.00	1.00	0.31	0.36	1.00	0.49	0.63	0.53	0.30	0.49	1.33	0.35	0.35	0.45	0.24	0.69	0.57
colombia	4.61	1.00	1.54	1.00	1.00	1.00	5.53	1.00	1.00	1.34	1.17	1.32	4.15	1.46	1.00	1.41	5.19	1.22	1.22	3.46	1.00	1.00	2.52	2.86	1.19	1.00	20.75	0.93	5.19	1.00	1.46	1.73	2.08	1.15	1.66	1.00	4.88	2.68	1.24	3.19	2.18	2.08	4.88	1.28	1.00	2.77	1.00	1.98	1.93	1.00	1.00	6.38	3.32	2.44	5.19	1.48	1.00	1.46	1.26	0.86	3.32	1.04	1.00	1.22	1.11	0.99	1.51	1.00	1.00	1.80	1.98	2.86	2.52	4.15	4.15	1.60	1.00	2.96	1.00	1.80	2.96	1.73	1.32	2.86	1.89	1.00	1.00	1.06	1.26	1.00	1.69	2.18	1.84	1.04	1.69	4.61	1.20	1.22	1.57	0.83	2.37	1.98
costa-rica	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
croatia	1.83	0.40	0.61	1.00	1.00	1.00	2.20	0.40	1.00	0.53	0.46	0.52	1.65	0.58	1.00	0.56	2.06	0.49	0.49	1.38	0.40	1.00	1.00	1.14	0.47	1.00	8.25	0.37	2.06	1.00	0.58	0.69	0.82	0.46	0.66	1.00	1.94	1.06	0.49	1.27	0.87	0.82	1.94	0.51	1.00	1.10	1.00	0.79	0.77	1.00	1.00	2.54	1.32	0.97	2.06	0.59	1.00	0.58	0.50	0.34	1.32	0.41	1.00	0.49	0.44	0.39	0.60	1.00	1.00	0.72	0.79	1.14	1.00	1.65	1.65	0.63	1.00	1.18	1.00	0.72	1.18	0.69	0.52	1.14	0.75	1.00	1.00	0.42	0.50	1.00	0.67	0.87	0.73	0.41	0.67	1.83	0.48	0.49	0.62	0.33	0.94	0.79
czech-republic	1.61	0.35	0.54	1.00	1.00	1.00	1.93	0.35	1.00	0.47	0.41	0.46	1.45	0.51	1.00	0.49	1.81	0.43	0.43	1.21	0.35	1.00	0.88	1.00	0.41	1.00	7.25	0.33	1.81	1.00	0.51	0.60	0.72	0.40	0.58	1.00	1.71	0.94	0.43	1.12	0.76	0.72	1.71	0.45	1.00	0.97	1.00	0.69	0.67	1.00	1.00	2.23	1.16	0.85	1.81	0.52	1.00	0.51	0.44	0.30	1.16	0.36	1.00	0.43	0.39	0.35	0.53	1.00	1.00	0.63	0.69	1.00	0.88	1.45	1.45	0.56	1.00	1.04	1.00	0.63	1.04	0.60	0.46	1.00	0.66	1.00	1.00	0.37	0.44	1.00	0.59	0.76	0.64	0.36	0.59	1.61	0.42	0.43	0.55	0.29	0.83	0.69
denmark	3.89	0.84	1.30	1.00	1.00	1.00	4.67	0.84	1.00	1.13	0.99	1.11	3.50	1.23	1.00	1.19	4.38	1.03	1.03	2.92	0.84	1.00	2.12	2.41	1.00	1.00	17.50	0.79	4.38	1.00	1.23	1.46	1.75	0.97	1.40	1.00	4.12	2.26	1.04	2.69	1.84	1.75	4.12	1.08	1.00	2.33	1.00	1.67	1.63	1.00	1.00	5.38	2.80	2.06	4.38	1.25	1.00	1.23	1.06	0.72	2.80	0.88	1.00	1.03	0.93	0.83	1.27	1.00	1.00	1.52	1.67	2.41	2.12	3.50	3.50	1.35	1.00	2.50	1.00	1.52	2.50	1.46	1.11	2.41	1.59	1.00	1.00	0.90	1.06	1.00	1.43	1.84	1.56	0.88	1.43	3.89	1.01	1.03	1.32	0.70	2.00	1.67
ecuador	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
egypt	0.22	0.05	0.07	1.00	1.00	1.00	0.27	0.05	1.00	0.06	0.06	0.06	0.20	0.07	1.00	0.07	0.25	0.06	0.06	0.17	0.05	1.00	0.12	0.14	0.06	1.00	1.00	0.04	0.25	1.00	0.07	0.08	0.10	0.06	0.08	1.00	0.24	0.13	0.06	0.15	0.11	0.10	0.24	0.06	1.00	0.13	1.00	0.10	0.09	1.00	1.00	0.31	0.16	0.12	0.25	0.07	1.00	0.07	0.06	0.04	0.16	0.05	1.00	0.06	0.05	0.05	0.07	1.00	1.00	0.09	0.10	0.14	0.12	0.20	0.20	0.08	1.00	0.14	1.00	0.09	0.14	0.08	0.06	0.14	0.09	1.00	1.00	0.05	0.06	1.00	0.08	0.11	0.09	0.05	0.08	0.22	0.06	0.06	0.08	0.04	0.11	0.10
el-salvador	4.94	1.07	1.65	1.00	1.00	1.00	5.93	1.07	1.00	1.44	1.25	1.41	4.45	1.56	1.00	1.51	5.56	1.31	1.31	3.71	1.07	1.00	2.70	3.07	1.27	1.00	22.25	1.00	5.56	1.00	1.56	1.85	2.23	1.24	1.78	1.00	5.24	2.87	1.33	3.42	2.34	2.23	5.24	1.37	1.00	2.97	1.00	2.12	2.07	1.00	1.00	6.85	3.56	2.62	5.56	1.59	1.00	1.56	1.35	0.92	3.56	1.11	1.00	1.31	1.19	1.06	1.62	1.00	1.00	1.93	2.12	3.07	2.70	4.45	4.45	1.71	1.00	3.18	1.00	1.93	3.18	1.85	1.41	3.07	2.02	1.00	1.00	1.14	1.35	1.00	1.82	2.34	1.98	1.11	1.82	4.94	1.29	1.31	1.68	0.89	2.54	2.12
estonia	0.89	0.19	0.30	1.00	1.00	1.00	1.07	0.19	1.00	0.26	0.23	0.25	0.80	0.28	1.00	0.27	1.00	0.24	0.24	0.67	0.19	1.00	0.48	0.55	0.23	1.00	4.00	0.18	1.00	1.00	0.28	0.33	0.40	0.22	0.32	1.00	0.94	0.52	0.24	0.62	0.42	0.40	0.94	0.25	1.00	0.53	1.00	0.38	0.37	1.00	1.00	1.23	0.64	0.47	1.00	0.29	1.00	0.28	0.24	0.16	0.64	0.20	1.00	0.24	0.21	0.19	0.29	1.00	1.00	0.35	0.38	0.55	0.48	0.80	0.80	0.31	1.00	0.57	1.00	0.35	0.57	0.33	0.25	0.55	0.36	1.00	1.00	0.21	0.24	1.00	0.33	0.42	0.36	0.20	0.33	0.89	0.23	0.24	0.30	0.16	0.46	0.38
ethiopia	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
finland	3.17	0.69	1.06	1.00	1.00	1.00	3.80	0.69	1.00	0.92	0.80	0.90	2.85	1.00	1.00	0.97	3.56	0.84	0.84	2.38	0.69	1.00	1.73	1.97	0.81	1.00	14.25	0.64	3.56	1.00	1.00	1.19	1.43	0.79	1.14	1.00	3.35	1.84	0.85	2.19	1.50	1.43	3.35	0.88	1.00	1.90	1.00	1.36	1.33	1.00	1.00	4.38	2.28	1.68	3.56	1.02	1.00	1.00	0.86	0.59	2.28	0.71	1.00	0.84	0.76	0.68	1.04	1.00	1.00	1.24	1.36	1.97	1.73	2.85	2.85	1.10	1.00	2.04	1.00	1.24	2.04	1.19	0.90	1.97	1.30	1.00	1.00	0.73	0.86	1.00	1.16	1.50	1.27	0.71	1.16	3.17	0.83	0.84	1.08	0.57	1.63	1.36
